index,incident id,date,state,county_city,address,# killed,# injured,operations,city,state_id,state_name,county,lat,lng
12266,2226545,2022-02-03,Texas,Houston,12212 Tidwell Rd,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
6061,2226801,2022-02-04,Texas,Houston,1624 Holman St,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17539,2226957,2022-02-03,Texas,Willis,W Stewart St and Holland St,1,0,,Willis,TX,Texas,Montgomery,30.4314,-95.4831
12262,2227058,2022-02-05,Texas,Corsicana,2919 W 2nd Ave,8,0,,Corsicana,TX,Texas,Navarro,32.0824,-96.4665
3272,2227615,2022-02-05,Texas,Port Arthur,1100 block of 8th Ave,1,0,,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264
3270,2228803,2022-02-07,Texas,Brackettville,63 McClernand Rd,1,0,,Brackettville,TX,Texas,Kinney,29.3181,-100.4109
10653,2230026,2022-02-08,Texas,Houston,9800 block of Southwest Fwy,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
3268,2230367,2022-02-08,Texas,Garland,300 block of E Vista Dr,1,0,,Garland,TX,Texas,Dallas,32.91,-96.6304
6048,2230649,2022-02-09,Texas,San Antonio,1300 block of Rigsby Ave,0,2,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
6041,2232332,2022-02-10,Texas,Houston,14835 Eastex Fwy,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17505,2232419,2022-02-12,Texas,Fort Worth,1100 block of E Baltimore Ave,2,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
17506,2233362,2022-02-12,Texas,Marshall,615 Valleloma St,1,0,,Marshall,TX,Texas,Harrison,32.537,-94.3515
3257,2234293,2022-02-14,Texas,Houston,2900 Woodridge Dr,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
6033,2234510,2022-02-14,Texas,Fort Worth,5720 Meadowbrook Dr,0,1,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
6028,2234848,2022-02-15,Texas,Amarillo,3806 6th Ave,1,1,,Amarillo,TX,Texas,Potter,35.1984,-101.8316
10638,2235787,2022-02-16,Texas,Haltom City,3500 block of Eastridge Dr,0,1,,Haltom City,TX,Texas,Tarrant,32.8176,-97.2707
10654,2236760,2022-02-07,Texas,Sweetwater,,0,1,,Sweetwater,TX,Texas,Nolan,32.4692,-100.4092
10632,2236845,2022-02-18,Texas,Houston,600 block of Nottingham Oaks Trl,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17481,2237141,2022-02-19,Texas,Corpus Christi,2200 block of Bolivar St,1,0,,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767
12253,2237226,2022-02-18,Texas,San Antonio,100 block of Dublin Ave,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
3253,2237971,2022-02-19,Texas,Robstown,900 block of Mynier St,1,0,,Robstown,TX,Texas,Nueces,27.794,-97.6692
6010,2238669,2022-02-20,Texas,San Antonio,100 block of S Calaveras St,0,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17476,2238756,2022-02-20,Texas,Waco,700 block of Ruby Ave,1,0,,Waco,TX,Texas,McLennan,31.5599,-97.1882
6013,2238905,2022-02-19,Texas,El Paso,11600 block of Dyer St,0,1,,El Paso,TX,Texas,El Paso,31.8476,-106.43
3251,2239005,2022-02-21,Texas,San Antonio,Blanco Rd and W Mariposa Dr,2,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17471,2239470,2022-02-21,Texas,Dallas,7272 Marvin D Love Fwy,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17468,2240647,2022-02-23,Texas,Amarillo,3204 Mesa Verde Dr,1,0,,Amarillo,TX,Texas,Potter,35.1984,-101.8316
12248,2241752,2022-02-24,Texas,Granbury,306 Kathy Lane,4,0,,Granbury,TX,Texas,Hood,32.4475,-97.7702
17450,2245739,2022-03-02,Texas,Austin,7402 Lazy Creek Dr,1,0,,Austin,TX,Texas,Travis,30.3005,-97.7522
17445,2245826,2022-03-03,Texas,Midland,5501 Sherwood Dr,1,0,,Midland,TX,Texas,Midland,32.0243,-102.1147
5989,2246083,2022-03-02,Texas,Denton,2100 Spencer Rd,0,1,,Denton,TX,Texas,Denton,33.2175,-97.1418
3240,2247352,2022-03-05,Texas,Waco,727 Austin Ave,1,1,,Waco,TX,Texas,McLennan,31.5599,-97.1882
17423,2249807,2022-03-08,Texas,Houston,1855 Wirt Rd,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
5974,2250512,2022-03-09,Texas,San Antonio,8400 N Loop 1604 W,0,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
6086,2251056,2022-01-25,Texas,Lewisville,190 E Round Grove Rd,0,1,,Lewisville,TX,Texas,Denton,33.0454,-96.9815
1114,2251718,2022-03-11,Texas,Dallas,3500 block of Munger Ave,0,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
12236,2252114,2022-03-12,Texas,Killeen,400 block of W Vega Ln,2,1,,Killeen,TX,Texas,Bell,31.0753,-97.7297
17409,2253068,2022-03-12,Texas,Fort Worth (Watauga),5400 block of Caribou Ridge Dr,2,0,,,,,Tarrant,32.7817,-97.3474
17399,2253120,2022-03-13,Texas,Dallas,1200 block of Diceman Ave,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17402,2253668,2022-03-13,Texas,San Antonio,7000 block of Fossil Banks,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
12233,2254521,2022-03-15,Texas,Lubbock,3600 block of Lehigh St,1,0,,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879
17385,2255614,2022-03-17,Texas,Houston,200 block of N Loop E Fwy,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17390,2255639,2022-03-16,Texas,Houston,2502 W Little York Rd,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
6927,2256026,2022-03-17,Texas,San Angelo,900 block of Crenshaw St,1,0,,San Angelo,TX,Texas,Tom Green,31.4424,-100.4504
17373,2258224,2022-03-20,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,,Houston,TX,Texas,Harris,29.786,-95.3885
17371,2258463,2022-03-20,Texas,Houston,902 Woolworth St,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17365,2262154,2022-03-24,Texas,Killeen,611 Brook Dr,2,0,,Killeen,TX,Texas,Bell,31.0753,-97.7297
5933,2263282,2022-03-25,Texas,Texarkana,112A Oaklawn Dr,0,1,,Texarkana,TX,Texas,Bowie,33.45,-94.0847
17360,2263491,2022-03-25,Texas,Marietta,Stevens Dr,2,0,,Marietta,TX,Texas,Cass,33.1735,-94.5425
3218,2263513,2022-03-25,Texas,Port Arthur,1600 block of Main Ave,1,0,,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264
5932,2263620,2022-03-25,Texas,Houston,1919 Briar Oaks Ln,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
114,2264686,2022-03-28,Texas,Dallas,9500 block of Timberleaf Dr,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17353,2265082,2022-03-27,Texas,Beaumont,14000 block of Kolbs Corner,1,0,,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451
10576,2265507,2022-03-28,Texas,Fort Worth,5000 block of Vinson St,0,1,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
5920,2266326,2022-03-30,Texas,San Antonio,4803 Manitou Dr,0,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
3212,2267050,2022-03-31,Texas,Houston,6501 Chimney Rock Rd,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17332,2267983,2022-04-01,Texas,San Antonio,5627 Culebra Rd,1,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17343,2268409,2022-03-29,Texas,Fredericksburg,300 block of W San Antonio St,1,0,,Fredericksburg,TX,Texas,Gillespie,30.266,-98.8751
10572,2268726,2022-03-31,Texas,Greenville,3800 block of FM118,0,1,,Greenville,TX,Texas,Hunt,33.1116,-96.1099
5903,2270510,2022-04-04,Texas,Lubbock,3400 block of 33rd St,0,1,,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879
3203,2271885,2022-04-06,Texas,Burkburnett,600 block of Glendale St,1,0,,Burkburnett,TX,Texas,Wichita,34.0746,-98.5672
17321,2271911,2022-04-04,Texas,Dallas,2500 block of Keeler St,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
3201,2273462,2022-04-07,Texas,Houston,3600 block of Rosewood St,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
3200,2273983,2022-04-07,Texas,Houston,3600 Rosewood St,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
10550,2274246,2022-04-09,Texas,Texas City,1900 block of 13th Ave N,0,2,,Texas City,TX,Texas,Galveston,29.4154,-94.9682
3197,2275341,2022-04-09,Texas,Waco,1500 block of N 11th St,1,0,,Waco,TX,Texas,McLennan,31.5599,-97.1882
17296,2277021,2022-04-11,Texas,Houston,18220 Tomball Pkwy,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17295,2277754,2022-04-12,Texas,Fort Worth,3828 Stalcup Rd,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
3193,2277765,2022-04-10,Texas,El Paso,14400 block of Montwood Dr,1,0,,El Paso,TX,Texas,El Paso,31.8476,-106.43
3187,2277989,2022-04-13,Texas,Houston,2400 block of Milby St,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17287,2279266,2022-04-14,Texas,San Antonio,5600 block of Stonybrook Dr,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
5864,2282916,2022-04-18,Texas,Fort Worth,3144 NW 33rd St,0,1,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
3179,2283436,2022-04-19,Texas,Round Rock,1600 block of Gattis School Rd,1,2,,Round Rock,TX,Texas,Williamson,30.527,-97.6642
17263,2285263,2022-04-22,Texas,Humble,3500 block of Atascocita Plum Ct,1,0,,Humble,TX,Texas,Harris,29.9921,-95.2655
6913,2285521,2022-04-23,Texas,Houston,3525 S Sam Houston Pkwy E,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17250,2286217,2022-04-24,Texas,Fort Worth,3800 block of Altamesa Blvd,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
17261,2287167,2022-04-22,Texas,Austin,6400 block of Garden View Dr,2,0,,Austin,TX,Texas,Travis,30.3005,-97.7522
17235,2290357,2022-04-29,Texas,Humble,2400 block of Canton Trace,1,0,,Humble,TX,Texas,Harris,29.9921,-95.2655
5833,2292290,2022-05-01,Texas,Dallas,3700 block of McNeil St,1,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
3169,2292748,2022-05-02,Texas,Katy,22300 block of Guston Hall Ln,1,0,,Katy,TX,Texas,Harris,29.7905,-95.8353
17233,2295640,2022-04-30,Texas,Austin,7610 Cameron Rd,1,0,,Austin,TX,Texas,Travis,30.3005,-97.7522
17213,2295723,2022-05-05,Texas,Dallas,10200 block of N Walton Walker Blvd,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
12191,2295738,2022-05-05,Texas,Dallas,2500 block of Fatima Ave,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17207,2295982,2022-05-06,Texas,Houston,9545 Ella Lee Ln,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17205,2296808,2022-05-07,Texas,Garland,800 block of Magnolia Dr,2,2,,Garland,TX,Texas,Dallas,32.91,-96.6304
10499,2297655,2022-05-08,Texas,Dallas,4000 block of S Polk St,0,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17193,2298817,2022-05-10,Texas,San Antonio,5125 War Horse Dr,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
3156,2300193,2022-05-11,Texas,Waco,3501 Alta Vista Dr,1,0,,Waco,TX,Texas,McLennan,31.5599,-97.1882
3159,2301979,2022-05-07,Texas,Trent,,1,0,,Trent,TX,Texas,Taylor,32.4882,-100.1233
10483,2302770,2022-05-15,Texas,Spring,5000 block of Roth Forest Ln,0,2,,Spring,TX,Texas,Harris,30.0613,-95.383
17172,2303948,2022-05-16,Texas,San Antonio,2000 block of Alston St,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
12180,2306421,2022-05-19,Texas,Houston,9721 Cypresswood Dr,4,0,,Houston,TX,Texas,Harris,29.786,-95.3885
10467,2307136,2022-05-19,Texas,Bryan,1500 block of Military Dr,0,1,,Bryan,TX,Texas,Brazos,30.665,-96.3807
17162,2308503,2022-05-21,Texas,Houston,1329 E 35th St,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
10455,2310278,2022-05-24,Texas,Uvalde,715 Old Carrizo Rd,22,17,,Uvalde,TX,Texas,Uvalde,29.2152,-99.7782
5741,2312998,2022-05-26,Texas,Arlington,3100 Lynnwood Dr,0,1,,Arlington,TX,Texas,Tarrant,32.6998,-97.125
17140,2313056,2022-05-26,Texas,Houston,7000 block of Pavilion Park Dr,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17137,2313687,2022-05-27,Texas,Houston,1099 Cypress Preserve Park Dr,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17133,2314583,2022-05-28,Texas,Fort Worth,6000 block of Stoneybrook Dr,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
5730,2315473,2022-05-28,Texas,Austin,9601 N I-35,0,2,,Austin,TX,Texas,Travis,30.3005,-97.7522
5722,2316335,2022-05-30,Texas,Port Arthur,4020 FM 365,0,1,,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264
17122,2316389,2022-05-30,Texas,Harker Heights,700 block of Edwards Dr,1,1,,Harker Heights,TX,Texas,Bell,31.0572,-97.6446
5744,2317750,2022-05-26,Texas,Lake Jackson,100 block of Wedgewood St,0,1,,Lake Jackson,TX,Texas,Brazoria,29.0516,-95.4521
5717,2318328,2022-05-31,Texas,Houston,400 block of Franklin St,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17121,2318440,2022-05-31,Texas,San Antonio (Olmos Park),100 block of Agnes St,1,0,,,,,Bexar,,
17113,2318471,2022-06-01,Texas,Wichita Falls,Grace St and 23rd St,1,0,,Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291
10440,2318994,2022-06-01,Texas,Houston,1501 Big Bend Dr,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
17112,2319567,2022-06-02,Texas,Centerville,1696 TX-7 W,6,0,,Centerville,TX,Texas,Leon,31.2583,-95.9794
17108,2319785,2022-06-03,Texas,Dallas,2322 Scotland Dr,1,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17109,2319888,2022-06-03,Texas,San Antonio,4900 block of War Horse Dr,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17102,2320668,2022-06-04,Texas,Dallas,4900 block of Alton Ave,1,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
5706,2320734,2022-06-03,Texas,Lubbock,14600 block of County Rd 2110,0,1,,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879
3124,2324518,2022-06-07,Texas,Houston,6000 block of Skyline Dr,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
12161,2325298,2022-06-08,Texas,Beaumont,400 block of E Lucas Dr,1,0,,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451
5689,2326555,2022-06-09,Texas,Orange,Bessie Heights Rd,0,1,,Orange,TX,Texas,Orange,30.1226,-93.7607
3120,2326674,2022-06-10,Texas,Houston,14335 Ella Blvd,2,0,,Houston,TX,Texas,Harris,29.786,-95.3885
10423,2327624,2022-06-10,Texas,Amarillo,SE 10th St and S Cleveland St,0,1,,Amarillo,TX,Texas,Potter,35.1984,-101.8316
5677,2328519,2022-06-12,Texas,San Antonio,5627 Culebra Rd,0,1,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17073,2328912,2022-06-12,Texas,Austin,12600 block of Oro Valley Trail,1,3,,Austin,TX,Texas,Travis,30.3005,-97.7522
12157,2329063,2022-06-12,Texas,Houston,13821 McNair St,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
12156,2330010,2022-06-13,Texas,Houston,404 Oxford St,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
3132,2330073,2022-05-31,Texas,Laredo (El Cenizo),400 block of Holguin,1,0,,,,,Webb,,
5688,2332250,2022-06-09,Texas,Amarillo,,0,1,,Amarillo,TX,Texas,Potter,35.1984,-101.8316
6897,2332525,2022-06-15,Texas,Dallas,3000 block of Kiestridge Dr,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17067,2333384,2022-06-13,Texas,Sherman,221 Archer Cir,1,1,,Sherman,TX,Texas,Grayson,33.6273,-96.6221
17036,2338016,2022-06-22,Texas,Amarillo,S Jefferson St and SW 7th Ave,1,0,,Amarillo,TX,Texas,Potter,35.1984,-101.8316
17026,2339302,2022-06-24,Texas,Houston,9031 Melody Park Ln,1,0,,Houston,TX,Texas,Harris,29.786,-95.3885
17020,2339761,2022-06-25,Texas,Houston,4207 Madden St,2,2,,Houston,TX,Texas,Harris,29.786,-95.3885
10401,2339956,2022-06-25,Texas,San Antonio,4800 block of Ray Bon Dr,0,2,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17029,2340044,2022-06-24,Texas,Fort Worth,3261 Northeast Loop 820,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
10398,2340941,2022-06-26,Texas,Wharton,2500 Junior College Blvd,0,2,,Wharton,TX,Texas,Wharton,29.3177,-96.1022
77,2340972,2022-06-26,Texas,Dallas,3500 block of Munger Ave,1,0,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
17015,2341773,2022-06-26,Texas,Pasadena,3823 Red Bluff Rd,2,1,,Pasadena,TX,Texas,Harris,29.6575,-95.1498
5632,2343306,2022-06-27,Texas,Jasper,1275 Marvin Hancock Dr,0,1,,Jasper,TX,Texas,Jasper,30.9221,-93.9947
12144,2343957,2022-06-28,Texas,Fort Worth,100 block of Woodie Way,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
17006,2344793,2022-06-29,Texas,San Antonio,Dora St and San Pedro Ave,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
17003,2345054,2022-06-29,Texas,San Antonio,200 block of Rex St,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
16993,2346660,2022-07-01,Texas,Houston,333 W Airtex Blvd,2,1,,Houston,TX,Texas,Harris,29.786,-95.3885
10381,2347434,2022-07-03,Texas,Houston,13500 block of Northborough Dr,1,1,,Houston,TX,Texas,Harris,29.786,-95.3885
5599,2349971,2022-07-05,Texas,Houston,5500 block of Gaston,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
16980,2350414,2022-07-04,Texas,El Paso,7600 block of Franklin Loop,1,0,,El Paso,TX,Texas,El Paso,31.8476,-106.43
16975,2350482,2022-07-05,Texas,San Antonio,7700 Ingram Rd,1,2,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
16969,2353166,2022-07-06,Texas,Pflugerville,TX-130 and Rowe Ln,1,1,,Pflugerville,TX,Texas,Travis,30.4515,-97.6018
3091,2353810,2022-07-05,Texas,Garland,1700 block of Apollo Rd,1,0,,Garland,TX,Texas,Dallas,32.91,-96.6304
5596,2353900,2022-07-06,Texas,Corpus Christi,,0,1,,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767
16958,2355300,2022-07-09,Texas,Austin,1400 block of Blakeney Ln,1,1,,Austin,TX,Texas,Travis,30.3005,-97.7522
10360,2358789,2022-07-12,Texas,San Antonio,2316 S Laredo St,0,2,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
5563,2361145,2022-07-15,Texas,El Paso,10300 block of Grouse Rd,0,1,,El Paso,TX,Texas,El Paso,31.8476,-106.43
16930,2361614,2022-07-16,Texas,Houston,2331 Bammelwood Dr,4,0,,Houston,TX,Texas,Harris,29.786,-95.3885
16931,2362039,2022-07-16,Texas,Dallas,7501 Chesterfield Dr,1,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
1021,2364159,2022-07-19,Texas,Alvin,17700 block of Elizabeth St,0,1,,Alvin,TX,Texas,Brazoria,29.3872,-95.2938
16911,2365666,2022-07-20,Texas,Lubbock,E 10th St and Ute Ave,2,0,,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879
10341,2366338,2022-07-21,Texas,San Antonio,800 block of Timilo Dr,0,3,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
16901,2367850,2022-07-23,Texas,San Antonio,1800 block of Schley Ave,2,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
5531,2368453,2022-07-23,Texas,Houston,10100 block of Homestead Rd,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
10331,2368571,2022-07-24,Texas,Balch Springs,I-20 W and Beltline Rd,0,1,,Balch Springs,TX,Texas,Dallas,32.7194,-96.6151
3064,2372284,2022-07-28,Texas,San Antonio,2005 Harry Wurzbach Rd,1,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
16874,2372699,2022-07-29,Texas,San Antonio,1707 Pleasanton Rd,2,0,,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
5528,2372904,2022-07-24,Texas,Houston,12300 Veterans Memorial Dr,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
5510,2374334,2022-07-29,Texas,Brownsville,,0,1,,Brownsville,TX,Texas,Cameron,25.9975,-97.458
3063,2374980,2022-07-30,Texas,Dallas,2140 Medical District,1,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
16862,2376147,2022-08-01,Texas,Houston (Cloverleaf),14600 block of Force St,1,0,,,,,Harris,29.786,-95.3885
10639,2378964,2022-02-15,Texas,Bay City,4900 block of Misty Ln,0,1,,Bay City,TX,Texas,Matagorda,28.9838,-95.9601
3250,2379620,2022-02-21,Texas,San Angelo,1700 block of N Magdalen St,1,0,,San Angelo,TX,Texas,Tom Green,31.4424,-100.4504
3166,2379684,2022-05-03,Texas,Porter,21000 block of Rio Valley Ct,1,0,,,,,Montgomery,32.7817,-97.3474
16842,2380722,2022-08-06,Texas,Fort Worth,9700 block of Legacy Dr,1,0,,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
3052,2381339,2022-08-06,Texas,Arlington,800 block of E Sanford St,1,0,,Arlington,TX,Texas,Tarrant,32.6998,-97.125
3051,2381419,2022-08-07,Texas,El Paso,3700 block of N Zaragoza Rd,1,0,,El Paso,TX,Texas,El Paso,31.8476,-106.43
5496,2382752,2022-08-05,Texas,New Braunfels,555 Creekside Crossing,0,1,,New Braunfels,TX,Texas,Comal,29.6994,-98.1148
3047,2382854,2022-08-08,Texas,Lometa,100 block of Pvt Rd 2525,1,0,,Lometa,TX,Texas,Lampasas,31.2168,-98.3924
16831,2383306,2022-08-08,Texas,Longview,600 block of W Avalon Ave,1,0,,Longview,TX,Texas,Gregg,32.5193,-94.7622
5480,2383576,2022-08-10,Texas,Houston,4100 block of Barberry Dr,0,1,,Houston,TX,Texas,Harris,29.786,-95.3885
10298,2384518,2022-08-10,Texas,Dallas,13000 block of C F Hawn Fwy,0,1,,Dallas,TX,Texas,Dallas,32.7935,-96.7667
12112,2384523,2022-08-09,Texas,Granbury,100 block of Abbey Park Ct,1,0,,Granbury,TX,Texas,Hood,32.4475,-97.7702
5473,2384989,2022-08-11,Texas,Corpus Christi,800 block of W Ave D,0,1,,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767
10295,2385287,2022-08-11,Texas,Midland,800 block of S Midkiff Rd,0,2,,Midland,TX,Texas,Midland,32.0243,-102.1147
10296,2385315,2022-08-11,Texas,Wichita Falls,2200 3rd St,0,1,,Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291
